-- Seed: -6244207999796636337 --
29132970750 MILLISECONDS        : 337d:04h:29m:30s:750ms:000us
2505435484500 MILLISECONDS      : 28998d:02h:18m:04s:500ms:000us
245532677481000 MILLISECONDS    : 2841813d:09h:31m:21s:000ms:000us
5892784259544000 MILLISECONDS   : 68203521d:12h:32m:24s:000ms:000us
441958819465800000 MILLISECONDS : 5115264114d:04h:30m:00s:000ms:000us
4 SECONDS                       : 0d:00h:00m:04s:000ms:000us
88 SECONDS                      : 0d:00h:01m:28s:000ms:000us
1496 SECONDS                    : 0d:00h:24m:56s:000ms:000us
13464 SECONDS                   : 0d:03h:44m:24s:000ms:000us
1009800 SECONDS                 : 11d:16h:30m:00s:000ms:000us
99970200 SECONDS                : 1157d:01h:30m:00s:000ms:000us
4798569600 SECONDS              : 55539d:00h:00m:00s:000ms:000us
81575683200 SECONDS             : 944163d:00h:00m:00s:000ms:000us
4241935526400 SECONDS           : 49096476d:00h:00m:00s:000ms:000us
25451613158400 SECONDS          : 294578856d:00h:00m:00s:000ms:000us
1730709694771200 SECONDS        : 20031362208d:00h:00m:00s:000ms:000us
55382710232678400 SECONDS       : 641003590656d:00h:00m:00s:000ms:000us
387678971628748800 SECONDS      : 4487025134592d:00h:00m:00s:000ms:000us
0 MINUTES                       : 0d:00h:00m:00s:000ms:000us
76 MINUTES                      : 0d:01h:16m:00s:000ms:000us
5092 MINUTES                    : 3d:12h:52m:00s:000ms:000us
361532 MINUTES                  : 251d:01h:32m:00s:000ms:000us
17715068 MINUTES                : 12302d:03h:08m:00s:000ms:000us
1612071188 MINUTES              : 1119493d:21h:08m:00s:000ms:000us
70931132272 MINUTES             : 49257730d:17h:52m:00s:000ms:000us
6951250962656 MINUTES           : 4827257612d:22h:56m:00s:000ms:000us
271098787543584 MINUTES         : 188263046905d:06h:24m:00s:000ms:000us
22772298153661056 MINUTES       : 15814095940042d:09h:36m:00s:000ms:000us
1434654783680646528 MINUTES     : 996288044222671d:04h:48m:00s:000ms:000us
6 HOURS                         : 0d:06h:00m:00s:000ms:000us
72 HOURS                        : 3d:00h:00m:00s:000ms:000us
5472 HOURS                      : 228d:00h:00m:00s:000ms:000us
344736 HOURS                    : 14364d:00h:00m:00s:000ms:000us
2757888 HOURS                   : 114912d:00h:00m:00s:000ms:000us
49641984 HOURS                  : 2068416d:00h:00m:00s:000ms:000us
2680667136 HOURS                : 111694464d:00h:00m:00s:000ms:000us
77739346944 HOURS               : 3239139456d:00h:00m:00s:000ms:000us
4508882122752 HOURS             : 187870088448d:00h:00m:00s:000ms:000us
396781626802176 HOURS           : 16532567783424d:00h:00m:00s:000ms:000us
14680920191680512 HOURS         : 611705007986688d:00h:00m:00s:000ms:000us
484470366325456896 HOURS        : 20186265263560704d:00h:00m:00s:000ms:000us
4 DAYS                          : 4d:00h:00m:00s:000ms:000us
32 DAYS                         : 32d:00h:00m:00s:000ms:000us
832 DAYS                        : 832d:00h:00m:00s:000ms:000us
69888 DAYS                      : 69888d:00h:00m:00s:000ms:000us
1677312 DAYS                    : 1677312d:00h:00m:00s:000ms:000us
92252160 DAYS                   : 92252160d:00h:00m:00s:000ms:000us
2214051840 DAYS                 : 2214051840d:00h:00m:00s:000ms:000us
75277762560 DAYS                : 75277762560d:00h:00m:00s:000ms:000us
451666575360 DAYS               : 451666575360d:00h:00m:00s:000ms:000us
12646664110080 DAYS             : 12646664110080d:00h:00m:00s:000ms:000us
265579946311680 DAYS            : 265579946311680d:00h:00m:00s:000ms:000us
18590596241817600 DAYS          : 18590596241817600d:00h:00m:00s:000ms:000us
687852060947251200 DAYS         : 687852060947251200d:00h:00m:00s:000ms:000us

Using: com.thesonofthom.tools.TimeFormatter tf = new com.thesonofthom.tools.TimeFormatter(java.util.concurrent.TimeUnit$2.MICROSECONDS, java.util.concurrent.TimeUnit$6.HOURS, false, false);
5 NANOSECONDS                   : 0us
205 NANOSECONDS                 : 0us
11070 NANOSECONDS               : 11us
974160 NANOSECONDS              : 974us
74036160 NANOSECONDS            : 74ms:036us
5552712000 NANOSECONDS          : 5s:552ms:712us
177686784000 NANOSECONDS        : 2m:57s:686ms:784us
6574411008000 NANOSECONDS       : 1h:49m:34s:411ms:008us
617994634752000 NANOSECONDS     : 171h:39m:54s:634ms:752us
9887914156032000 NANOSECONDS    : 2746h:38m:34s:156ms:032us
444956137021440000 NANOSECONDS  : 123598h:55m:37s:021ms:440us
8 MICROSECONDS                  : 8us
456 MICROSECONDS                : 456us
23712 MICROSECONDS              : 23ms:712us
1470144 MICROSECONDS            : 1s:470ms:144us
139663680 MICROSECONDS          : 2m:19s:663ms:680us
2653609920 MICROSECONDS         : 44m:13s:609ms:920us
254746552320 MICROSECONDS       : 70h:45m:46s:552ms:320us
17832258662400 MICROSECONDS     : 4953h:24m:18s:662ms:400us
1301754882355200 MICROSECONDS   : 361598h:34m:42s:355ms:200us
50768440411852800 MICROSECONDS  : 14102344h:33m:31s:852ms:800us
203073761647411200 MICROSECONDS : 56409378h:14m:07s:411ms:200us
1 MILLISECONDS                  : 1ms
63 MILLISECONDS                 : 63ms
5859 MILLISECONDS               : 5s:859ms
515592 MILLISECONDS             : 8m:35s:592ms
39700584 MILLISECONDS           : 11h:01m:40s:584ms
3930357816 MILLISECONDS         : 1091h:45m:57s:816ms
31442862528 MILLISECONDS        : 8734h:07m:42s:528ms
2987071940160 MILLISECONDS      : 829742h:12m:20s:160ms
131431165367040 MILLISECONDS    : 36508657h:02m:47s:040ms
10383062063996160 MILLISECONDS  : 2884183906h:39m:56s:160ms
716431282415735040 MILLISECONDS : 199008689559h:55m:35s:040ms
2 SECONDS                       : 2s
162 SECONDS                     : 2m:42s
8910 SECONDS                    : 2h:28m:30s
400950 SECONDS                  : 111h:22m:30s
21250350 SECONDS                : 5902h:52m:30s
127502100 SECONDS               : 35417h:15m
892514700 SECONDS               : 247920h:45m
35700588000 SECONDS             : 9916830h
2356238808000 SECONDS           : 654510780h
70687164240000 SECONDS          : 19635323400h
6220470453120000 SECONDS        : 1727908459200h
385669168093440000 SECONDS      : 107130324470400h
8 MINUTES                       : 8m
328 MINUTES                     : 5h:28m
12464 MINUTES                   : 207h:44m
860016 MINUTES                  : 14333h:36m
71381328 MINUTES                : 1189688h:48m
4211498352 MINUTES              : 70191639h:12m
290593386288 MINUTES            : 4843223104h:48m
11333142065232 MINUTES          : 188885701087h:12m
396659972283120 MINUTES         : 6610999538052h
4759919667397440 MINUTES        : 79331994456624h
433152689733167040 MINUTES      : 7219211495552784h
6 HOURS                         : 6h
492 HOURS                       : 492h
15744 HOURS                     : 15744h
267648 HOURS                    : 267648h
24355968 HOURS                  : 24355968h
1607493888 HOURS                : 1607493888h
73944718848 HOURS               : 73944718848h
961281345024 HOURS              : 961281345024h
35567409765888 HOURS            : 35567409765888h
2916527600802816 HOURS          : 2916527600802816h
58330552016056320 HOURS         : 58330552016056320h
2391552632658309120 HOURS       : 2391552632658309120h
7 DAYS                          : 168h
399 DAYS                        : 9576h
39102 DAYS                      : 938448h
899346 DAYS                     : 21584304h
30577764 DAYS                   : 733866336h
2629687704 DAYS                 : 63112504896h
260339082696 DAYS               : 6248137984704h
17963396706024 DAYS             : 431121520944576h
1508925323306016 DAYS           : 36214207759344384h
79973042135218848 DAYS          : 1919353011245252352h
3678759938220067008 DAYS        : ERROR: 3678759938220067008 DAYS is too large to represent in HOURS

Using: com.thesonofthom.tools.TimeFormatter tf = new com.thesonofthom.tools.TimeFormatter(java.util.concurrent.TimeUnit$2.MICROSECONDS, java.util.concurrent.TimeUnit$6.HOURS, false, true);
1 NANOSECONDS                   : 0h:00m:00s:000ms:000us
38 NANOSECONDS                  : 0h:00m:00s:000ms:000us
1748 NANOSECONDS                : 0h:00m:00s:000ms:001us
52440 NANOSECONDS               : 0h:00m:00s:000ms:052us
1363440 NANOSECONDS             : 0h:00m:00s:001ms:363us
35449440 NANOSECONDS            : 0h:00m:00s:035ms:449us
1772472000 NANOSECONDS          : 0h:00m:01s:772ms:472us
108120792000 NANOSECONDS        : 0h:01m:48s:120ms:792us
3784227720000 NANOSECONDS       : 1h:03m:04s:227ms:720us
71900326680000 NANOSECONDS      : 19h:58m:20s:326ms:680us
2085109473720000 NANOSECONDS    : 579h:11m:49s:473ms:720us
141787444212960000 NANOSECONDS  : 39385h:24m:04s:212ms:960us
7 MICROSECONDS                  : 0h:00m:00s:000ms:007us
287 MICROSECONDS                : 0h:00m:00s:000ms:287us
16072 MICROSECONDS              : 0h:00m:00s:016ms:072us
289296 MICROSECONDS             : 0h:00m:00s:289ms:296us
7810992 MICROSECONDS            : 0h:00m:07s:810ms:992us
124975872 MICROSECONDS          : 0h:02m:04s:975ms:872us
12247635456 MICROSECONDS        : 3h:24m:07s:635ms:456us
453162511872 MICROSECONDS       : 125h:52m:42s:511ms:872us
30815050807296 MICROSECONDS     : 8559h:44m:10s:807ms:296us
955266575026176 MICROSECONDS    : 265351h:49m:35s:026ms:176us
63047593951727616 MICROSECONDS  : 17513220h:32m:31s:727ms:616us
4035046012910567424 MICROSECONDS: 1120846114h:41m:50s:567ms:424us
2 MILLISECONDS                  : 0h:00m:00s:002ms
100 MILLISECONDS                : 0h:00m:00s:100ms
4800 MILLISECONDS               : 0h:00m:04s:800ms
182400 MILLISECONDS             : 0h:03m:02s:400ms
2371200 MILLISECONDS            : 0h:39m:31s:200ms
75878400 MILLISECONDS           : 21h:04m:38s:400ms
1821081600 MILLISECONDS         : 505h:51m:21s:600ms
129296793600 MILLISECONDS       : 35915h:46m:33s:600ms
3491013427200 MILLISECONDS      : 969725h:57m:07s:200ms
212951819059200 MILLISECONDS    : 59153283h:04m:19s:200ms
12564157324492800 MILLISECONDS  : 3490043701h:14m:52s:800ms
703592810171596800 MILLISECONDS : 195442447269h:53m:16s:800ms
8 SECONDS                       : 0h:00m:08s
368 SECONDS                     : 0h:06m:08s
23552 SECONDS                   : 6h:32m:32s
706560 SECONDS                  : 196h:16m
43100160 SECONDS                : 11972h:16m
1982607360 SECONDS              : 550724h:16m
120939048960 SECONDS            : 33594180h:16m
4595683860480 SECONDS           : 1276578850h:08m
358463341117440 SECONDS         : 99573150310h:24m
19357020420341760 SECONDS       : 5376950116761h:36m
1858273960352808960 SECONDS     : 516187211209113h:36m
1 MINUTES                       : 0h:01m
50 MINUTES                      : 0h:50m
1950 MINUTES                    : 32h:30m
7800 MINUTES                    : 130h
405600 MINUTES                  : 6760h
17035200 MINUTES                : 283920h
1499097600 MINUTES              : 24984960h
1499097600 MINUTES              : 24984960h
10493683200 MINUTES             : 174894720h
472215744000 MINUTES            : 7870262400h
6138804672000 MINUTES           : 102313411200h
128914898112000 MINUTES         : 2148581635200h
4383106535808000 MINUTES        : 73051775596800h
201622900647168000 MINUTES      : 3360381677452800h
3024343509707520000 MINUTES     : 50405725161792000h
4 HOURS                         : 4h
72 HOURS                        : 72h
6840 HOURS                      : 6840h
177840 HOURS                    : 177840h
10670400 HOURS                  : 10670400h
778939200 HOURS                 : 778939200h
64651953600 HOURS               : 64651953600h
4202376984000 HOURS             : 4202376984000h
340392535704000 HOURS           : 340392535704000h
30294935677656000 HOURS         : 30294935677656000h
787668327619056000 HOURS        : 787668327619056000h
1 DAYS                          : 24h
51 DAYS                         : 1224h
3468 DAYS                       : 83232h
343332 DAYS                     : 8239968h
12016620 DAYS                   : 288398880h
456631560 DAYS                  : 10959157440h
27397893600 DAYS                : 657549446400h
2246627275200 DAYS              : 53919054604800h
125811127411200 DAYS            : 3019467057868800h
5913122988326400 DAYS           : 141914951719833600h
544007314926028800 DAYS         : ERROR: 544007314926028800 DAYS is too large to represent in HOURS

Using: com.thesonofthom.tools.TimeFormatter tf = new com.thesonofthom.tools.TimeFormatter(java.util.concurrent.TimeUnit$2.MICROSECONDS, java.util.concurrent.TimeUnit$6.HOURS, true, false);
5 NANOSECONDS                   : 0us
375 NANOSECONDS                 : 0us
16125 NANOSECONDS               : 16us
516000 NANOSECONDS              : 516us
20640000 NANOSECONDS            : 20ms:640us
1238400000 NANOSECONDS          : 1s:238ms:400us
38390400000 NANOSECONDS         : 38s:390ms:400us
1074931200000 NANOSECONDS       : 17m:54s:931ms:200us
84919564800000 NANOSECONDS      : 23h:35m:19s:564ms:800us
3906299980800000 NANOSECONDS    : 1085h:04m:59s:980ms:800us
332035498368000000 NANOSECONDS  : 92232h:04m:58s:368ms:000us
4316461478784000000 NANOSECONDS : 1199017h:04m:38s:784ms:000us
3 MICROSECONDS                  : 3us
72 MICROSECONDS                 : 72us
6552 MICROSECONDS               : 6ms:552us
183456 MICROSECONDS             : 183ms:456us
8989344 MICROSECONDS            : 8s:989ms:344us
224733600 MICROSECONDS          : 3m:44s:733ms:600us
17079753600 MICROSECONDS        : 4h:44m:39s:753ms:600us
563631868800 MICROSECONDS       : 156h:33m:51s:868ms:800us
5072686819200 MICROSECONDS      : 1409h:04m:46s:819ms:200us
263779714598400 MICROSECONDS    : 73272h:08m:34s:598ms:400us
5011814577369600 MICROSECONDS   : 1392170h:42m:57s:369ms:600us
160378066475827200 MICROSECONDS : 44549462h:54m:35s:827ms:200us
1443402598282444800 MICROSECONDS: 400945166h:11m:22s:444ms:800us
1 MILLISECONDS                  : 1ms:000us
6 MILLISECONDS                  : 6ms:000us
204 MILLISECONDS                : 204ms:000us
13464 MILLISECONDS              : 13s:464ms:000us
255816 MILLISECONDS             : 4m:15s:816ms:000us
15604776 MILLISECONDS           : 4h:20m:04s:776ms:000us
717819696 MILLISECONDS          : 199h:23m:39s:696ms:000us
63885952944 MILLISECONDS        : 17746h:05m:52s:944ms:000us
5621963859072 MILLISECONDS      : 1561656h:37m:39s:072ms:000us
129305168758656 MILLISECONDS    : 35918102h:25m:58s:656ms:000us
5560122256622208 MILLISECONDS   : 1544478404h:37m:02s:208ms:000us
94522078362577536 MILLISECONDS  : 26256132878h:29m:37s:536ms:000us
7561766269006202880 MILLISECONDS: 2100490630279h:30m:02s:880ms:000us
2 SECONDS                       : 2s:000ms:000us
82 SECONDS                      : 1m:22s:000ms:000us
3116 SECONDS                    : 51m:56s:000ms:000us
162032 SECONDS                  : 45h:00m:32s:000ms:000us
162032 SECONDS                  : 45h:00m:32s:000ms:000us
2592512 SECONDS                 : 720h:08m:32s:000ms:000us
38887680 SECONDS                : 10802h:08m:00s:000ms:000us
3111014400 SECONDS              : 864170h:40m:00s:000ms:000us
264436224000 SECONDS            : 73454506h:40m:00s:000ms:000us
19568280576000 SECONDS          : 5435633493h:20m:00s:000ms:000us
704458100736000 SECONDS         : 195682805760h:00m:00s:000ms:000us
50720983252992000 SECONDS       : 14089162014720h:00m:00s:000ms:000us
963698681806848000 SECONDS      : 267694078279680h:00m:00s:000ms:000us
0 MINUTES                       : 0us
48 MINUTES                      : 48m:00s:000ms:000us
4416 MINUTES                    : 73h:36m:00s:000ms:000us
273792 MINUTES                  : 4563h:12m:00s:000ms:000us
